"Retrieval Model", "Evaluation Metric", "Value"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "MAP", "0.21336282471907916"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "MRR", "0.8250457875457877"

"Retrieval Model", "Evaluation Metric", "Query", "Value"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "56", "0.017857142857142856", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "57", "0.017543859649122806", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "58", "0.017241379310344827", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "59", "0.01694915254237288", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "60", "0.016666666666666666", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "61", "0.01639344262295082", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "62", "0.016129032258064516", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "63", "0.015873015873015872", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "64", "0.015625", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "65", "0.015384615384615385", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "66", "0.015151515151515152", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "67", "0.014925373134328358", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "68", "0.014705882352941176", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "69", "0.014492753623188406", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "70", "0.014285714285714285", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "71", "0.014084507042253521", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "72", "0.013888888888888888", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "73", "0.0136986301369863", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "74", "0.013513513513513514", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "75", "0.013333333333333334", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "76", "0.013157894736842105", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "77", "0.012987012987012988", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "78", "0.01282051282051282", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "79", "0.012658227848101266", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "80", "0.0125", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "81", "0.012345679012345678", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "82", "0.012195121951219513", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "83", "0.012048192771084338", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "84", "0.011904761904761904", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "85", "0.011764705882352941", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "86", "0.011627906976744186", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "87", "0.011494252873563218", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "88", "0.011363636363636364", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "89", "0.011235955056179775", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "90", "0.011111111111111112", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "91", "0.01098901098901099", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "92", "0.010869565217391304", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "93", "0.010752688172043012", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "94", "0.010638297872340425", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "95", "0.010526315789473684", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "96", "0.010416666666666666", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "97", "0.010309278350515464", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "98", "0.01020408163265306", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "99", "0.010101010101010102", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "57", "100", "0.01", "1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "1", "1", "0.03333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "2", "1", "0.06666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "3", "1", "0.1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "4", "0.75", "0.1"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "5", "0.8", "0.13333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "6", "0.6666666666666666", "0.13333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "7", "0.5714285714285714", "0.13333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "8", "0.625", "0.16666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "9", "0.6666666666666666", "0.2"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "10", "0.7", "0.23333333333333334"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "11", "0.6363636363636364", "0.23333333333333334"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "12", "0.6666666666666666", "0.26666666666666666"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "13", "0.6923076923076923", "0.3"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "14", "0.6428571428571429", "0.3"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "15", "0.6", "0.3"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "16", "0.5625", "0.3"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "17", "0.5882352941176471", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "18", "0.5555555555555556", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "19", "0.5263157894736842", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "20", "0.5", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "21", "0.47619047619047616", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "22", "0.45454545454545453", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "23", "0.4782608695652174", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "24", "0.4583333333333333", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "25", "0.44", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "26", "0.4230769230769231", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "27", "0.4074074074074074", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "28", "0.39285714285714285", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "29", "0.3793103448275862", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "30", "0.36666666666666664", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "31", "0.3548387096774194", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "32", "0.34375", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "33", "0.3333333333333333", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "34", "0.3235294117647059", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "35", "0.3142857142857143", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "36", "0.3055555555555556", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "37", "0.2972972972972973", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "38", "0.2894736842105263", "0.36666666666666664"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "39", "0.3076923076923077", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "40", "0.3", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "41", "0.2926829268292683", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "42", "0.2857142857142857", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "43", "0.27906976744186046", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "44", "0.2727272727272727", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "45", "0.26666666666666666", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "46", "0.2608695652173913", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "47", "0.2553191489361702", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "48", "0.25", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "49", "0.24489795918367346", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "50", "0.24", "0.4"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "51", "0.2549019607843137", "0.43333333333333335"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "52", "0.2692307692307692", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "53", "0.2641509433962264", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "54", "0.25925925925925924", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "55", "0.2545454545454545", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "56", "0.25", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "57", "0.24561403508771928", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "58", "0.2413793103448276", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "59", "0.23728813559322035", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "60", "0.23333333333333334", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "61", "0.22950819672131148", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "62", "0.22580645161290322", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "63", "0.2222222222222222", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "64", "0.21875", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "65", "0.2153846153846154", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "66", "0.21212121212121213", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "67", "0.208955223880597", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "68", "0.20588235294117646", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "69", "0.2028985507246377", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "70", "0.2", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "71", "0.19718309859154928", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "72", "0.19444444444444445", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "73", "0.1917808219178082", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "74", "0.1891891891891892", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "75", "0.18666666666666668", "0.4666666666666667"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "76", "0.19736842105263158", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "77", "0.19480519480519481", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "78", "0.19230769230769232", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "79", "0.189873417721519", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "80", "0.1875", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "81", "0.18518518518518517", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "82", "0.18292682926829268", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "83", "0.18072289156626506", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "84", "0.17857142857142858", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "85", "0.17647058823529413", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "86", "0.1744186046511628", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "87", "0.1724137931034483", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "88", "0.17045454545454544", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "89", "0.16853932584269662", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "90", "0.16666666666666666", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "91", "0.16483516483516483", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "92", "0.16304347826086957", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "93", "0.16129032258064516", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "94", "0.1595744680851064", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "95", "0.15789473684210525", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "96", "0.15625", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "97", "0.15463917525773196", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "98", "0.15306122448979592", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "99", "0.15151515151515152", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "58", "100", "0.15", "0.5"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "1", "1", "0.023255813953488372"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "2", "0.5", "0.023255813953488372"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "3", "0.6666666666666666", "0.046511627906976744"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "4", "0.75", "0.06976744186046512"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "5", "0.8", "0.09302325581395349"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "6", "0.8333333333333334", "0.11627906976744186"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "7", "0.8571428571428571", "0.13953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "8", "0.75", "0.13953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "9", "0.6666666666666666", "0.13953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "10", "0.7", "0.16279069767441862"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "11", "0.6363636363636364", "0.16279069767441862"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "12", "0.6666666666666666", "0.18604651162790697"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "13", "0.6153846153846154", "0.18604651162790697"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "14", "0.6428571428571429", "0.20930232558139536"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "15", "0.6666666666666666", "0.23255813953488372"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "16", "0.625", "0.23255813953488372"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "17", "0.5882352941176471", "0.23255813953488372"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "18", "0.5555555555555556", "0.23255813953488372"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "19", "0.5789473684210527", "0.2558139534883721"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "20", "0.6", "0.27906976744186046"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "21", "0.5714285714285714", "0.27906976744186046"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "22", "0.5454545454545454", "0.27906976744186046"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "23", "0.5217391304347826", "0.27906976744186046"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "24", "0.5416666666666666", "0.3023255813953488"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "25", "0.52", "0.3023255813953488"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "26", "0.5384615384615384", "0.32558139534883723"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "27", "0.5185185185185185", "0.32558139534883723"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "28", "0.5357142857142857", "0.3488372093023256"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "29", "0.5172413793103449", "0.3488372093023256"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "30", "0.5333333333333333", "0.37209302325581395"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "31", "0.5161290322580645", "0.37209302325581395"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "32", "0.5", "0.37209302325581395"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "33", "0.48484848484848486", "0.37209302325581395"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "34", "0.5", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "35", "0.4857142857142857", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "36", "0.4722222222222222", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "37", "0.4594594594594595", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "38", "0.4473684210526316", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "39", "0.4358974358974359", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "40", "0.425", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "41", "0.4146341463414634", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "42", "0.40476190476190477", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "43", "0.3953488372093023", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "44", "0.38636363636363635", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "45", "0.37777777777777777", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "46", "0.3695652173913043", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "47", "0.3617021276595745", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "48", "0.3541666666666667", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "49", "0.3469387755102041", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "50", "0.34", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "51", "0.3333333333333333", "0.3953488372093023"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "52", "0.34615384615384615", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "53", "0.33962264150943394", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "54", "0.3333333333333333", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "55", "0.32727272727272727", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "56", "0.32142857142857145", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "57", "0.3157894736842105", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "58", "0.3103448275862069", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "59", "0.3050847457627119", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "60", "0.3", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "61", "0.29508196721311475", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "62", "0.2903225806451613", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "63", "0.2857142857142857", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "64", "0.28125", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "65", "0.27692307692307694", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "66", "0.2727272727272727", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "67", "0.26865671641791045", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "68", "0.2647058823529412", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "69", "0.2608695652173913", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "70", "0.2571428571428571", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "71", "0.2535211267605634", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "72", "0.25", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "73", "0.2465753424657534", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "74", "0.24324324324324326", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "75", "0.24", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "76", "0.23684210526315788", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "77", "0.23376623376623376", "0.4186046511627907"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "78", "0.24358974358974358", "0.4418604651162791"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "79", "0.24050632911392406", "0.4418604651162791"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "80", "0.25", "0.46511627906976744"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "81", "0.24691358024691357", "0.46511627906976744"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "82", "0.25609756097560976", "0.4883720930232558"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "83", "0.26506024096385544", "0.5116279069767442"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "84", "0.2619047619047619", "0.5116279069767442"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "85", "0.25882352941176473", "0.5116279069767442"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "86", "0.26744186046511625", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "87", "0.26436781609195403", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "88", "0.26136363636363635", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "89", "0.25842696629213485", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "90", "0.25555555555555554", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "91", "0.25274725274725274", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "92", "0.25", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "93", "0.24731182795698925", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "94", "0.24468085106382978", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "95", "0.24210526315789474", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "96", "0.23958333333333334", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "97", "0.23711340206185566", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "98", "0.23469387755102042", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "99", "0.23232323232323232", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "59", "100", "0.23", "0.5348837209302325"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "1", "1", "0.037037037037037035"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "2", "1", "0.07407407407407407"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "3", "1", "0.1111111111111111"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "4", "1", "0.14814814814814814"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "5", "1", "0.18518518518518517"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "6", "0.8333333333333334", "0.18518518518518517"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "7", "0.8571428571428571", "0.2222222222222222"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "8", "0.875", "0.25925925925925924"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "9", "0.8888888888888888", "0.2962962962962963"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "10", "0.8", "0.2962962962962963"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "11", "0.8181818181818182", "0.3333333333333333"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "12", "0.8333333333333334", "0.37037037037037035"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "13", "0.8461538461538461", "0.4074074074074074"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "14", "0.7857142857142857", "0.4074074074074074"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "15", "0.8", "0.4444444444444444"
"../retriever/results/BM25_Model_Pseudo_Relevance.txt", "60", "16", "0.75", "0.4444444444444444"
